affiliation_id,person_id,organization_id,relation_type,source_observation_id,start_date,end_date,status,notes,original_sheet,original_row
AFF-V06-P0094-156,P0094,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,160
AFF-V06-P0047-157,P0047,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,161
AFF-V06-P0066-158,P0066,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,162
AFF-V06-P0051-159,P0051,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,163
AFF-V06-P0118-160,P0118,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,164
AFF-V06-P0004-161,P0004,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,165
AFF-V06-P0170-162,P0170,O-V06-NS-BROTHERHOOD,reported historical affiliation,,,,research material,Reported text: NS Brotherhood. Not proof of black belt promotion.,Pessoas,166
AFF-V06-P0220-163,P0220,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,167
AFF-V06-P0108-164,P0108,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,168
AFF-V06-P0330-165,P0330,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,169
AFF-V06-P0372-166,P0372,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem / Unity. Not proof of black belt promotion.,Pessoas,170
AFF-V06-P0352-167,P0352,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,172
AFF-V06-P0168-168,P0168,O-V06-NS-BROTHERHOOD,reported historical affiliation,,,,research material,Reported text: NS Brotherhood. Not proof of black belt promotion.,Pessoas,173
AFF-V06-P0114-169,P0114,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,174
AFF-V06-P0206-170,P0206,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,175
AFF-V06-P0245-171,P0245,O-V06-MACHADO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Machado Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,176
AFF-V06-P0075-172,P0075,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,177
AFF-V06-P0198-173,P0198,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,178
AFF-V06-P0418-174,P0418,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,179
AFF-V06-P0382-175,P0382,O-V06-CAIO-TERRA-ASSOCIATION,reported historical affiliation,,,,research material,Reported text: Caio Terra Association. Not proof of black belt promotion.,Pessoas,180
AFF-V06-P0355-176,P0355,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,181
AFF-V06-P0260-177,P0260,O-V06-ART-OF-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Art of Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,182
AFF-V06-P0316-178,P0316,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,183
AFF-V06-P0001-179,P0001,O-V06-KODOKAN,reported historical affiliation,,,,research material,Reported text: Kodokan. Not proof of black belt promotion.,Pessoas,184
AFF-V06-P0296-180,P0296,O-V06-10TH-PLANET-PHOENIX,reported historical affiliation,,,,research material,Reported text: 10th Planet Phoenix. Not proof of black belt promotion.,Pessoas,185
AFF-V06-P0192-181,P0192,O-V06-NEW-WAVE,reported historical affiliation,,,,research material,Reported text: New Wave / Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,186
AFF-V06-P0193-182,P0193,O-V06-AUSTRALIAN-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Australian Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,187
AFF-V06-P0247-183,P0247,O-V06-AUSTRALIAN-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Australian Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,188
AFF-V06-P0297-184,P0297,O-V06-10TH-PLANET-NEWARK,reported historical affiliation,,,,research material,Reported text: 10th Planet Newark. Not proof of black belt promotion.,Pessoas,189
AFF-V06-P0221-185,P0221,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,190
AFF-V06-P0393-186,P0393,O-V06-JIU-JITSU-FOR-LIFE,reported historical affiliation,,,,research material,Reported text: Jiu-Jitsu For Life. Not proof of black belt promotion.,Pessoas,191
AFF-V06-P0072-187,P0072,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,192
AFF-V06-P0303-188,P0303,O-V06-NOVA-UNIAO,reported historical affiliation,,,,research material,Reported text: Nova União. Not proof of black belt promotion.,Pessoas,193
AFF-V06-P0143-189,P0143,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,194
AFF-V06-P0333-190,P0333,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,195
AFF-V06-P0325-191,P0325,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,196
AFF-V06-P0344-192,P0344,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,197
AFF-V06-P0181-193,P0181,O-V06-FP-TEAM,reported historical affiliation,,,,research material,Reported text: FP Team. Not proof of black belt promotion.,Pessoas,198
AFF-V06-P0265-194,P0265,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,199
AFF-V06-P0035-195,P0035,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,200
AFF-V06-P0171-196,P0171,O-V06-PSLPB,reported historical affiliation,,,,research material,Reported text: PSLPB / Unity. Not proof of black belt promotion.,Pessoas,201
AFF-V06-P0070-197,P0070,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,203
AFF-V06-P0060-198,P0060,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,204
AFF-V06-P0067-199,P0067,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,205
AFF-V06-P0327-200,P0327,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,206
AFF-V06-P0183-201,P0183,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,207
AFF-V06-P0185-202,P0185,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,208
AFF-V06-P0256-203,P0256,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,209
AFF-V06-P0164-204,P0164,O-V06-ATOS,reported historical affiliation,,,,research material,Reported text: Atos. Not proof of black belt promotion.,Pessoas,211
AFF-V06-P0155-205,P0155,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / Cobrinha BJJ. Not proof of black belt promotion.,Pessoas,212
AFF-V06-P0074-206,P0074,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,213
AFF-V06-P0312-207,P0312,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,214
AFF-V06-P0381-208,P0381,O-V06-CAIO-TERRA-ASSOCIATION,reported historical affiliation,,,,research material,Reported text: Caio Terra Association. Not proof of black belt promotion.,Pessoas,215
AFF-V06-P0240-209,P0240,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,216
AFF-V06-P0417-210,P0417,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,217
AFF-V06-P0241-211,P0241,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,218
AFF-V06-P0194-212,P0194,O-V06-ABSOLUTE-MMA,reported historical affiliation,,,,research material,Reported text: Absolute MMA. Not proof of black belt promotion.,Pessoas,219
AFF-V06-P0014-213,P0014,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,220
AFF-V06-P0166-214,P0166,O-V06-NS-BROTHERHOOD,reported historical affiliation,,,,research material,Reported text: NS Brotherhood. Not proof of black belt promotion.,Pessoas,221
AFF-V06-P0016-215,P0016,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,222
AFF-V06-P0044-216,P0044,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,223
AFF-V06-P0073-217,P0073,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,224
AFF-V06-P0122-218,P0122,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,225
AFF-V06-P0369-219,P0369,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,226
AFF-V06-P0205-220,P0205,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,227
AFF-V06-P0188-221,P0188,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,228
AFF-V06-P0407-222,P0407,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,229
AFF-V06-P0282-223,P0282,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,230
AFF-V06-P0133-224,P0133,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,231
AFF-V06-P0264-225,P0264,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,232
AFF-V06-P0248-226,P0248,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,233
AFF-V06-P0363-227,P0363,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,234
AFF-V06-P0226-228,P0226,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,235
AFF-V06-P0085-229,P0085,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,236
AFF-V06-P0156-230,P0156,O-V06-BRASA,reported historical affiliation,,,,research material,Reported text: Brasa / São Paulo. Not proof of black belt promotion.,Pessoas,237
AFF-V06-P0011-231,P0011,O-V06-LINHAGEM-FRANCA,reported historical affiliation,,,,research material,Reported text: Linhagem França. Not proof of black belt promotion.,Pessoas,239
AFF-V06-P0092-232,P0092,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,240
AFF-V06-P0280-233,P0280,O-V06-CICERO-COSTHA,reported historical affiliation,,,,research material,Reported text: Cícero Costha. Not proof of black belt promotion.,Pessoas,241
AFF-V06-P0285-234,P0285,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,242
AFF-V06-P0105-235,P0105,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,243
AFF-V06-P0380-236,P0380,O-V06-CAIO-TERRA-ASSOCIATION,reported historical affiliation,,,,research material,Reported text: Caio Terra Association. Not proof of black belt promotion.,Pessoas,244
AFF-V06-P0424-237,P0424,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,245
AFF-V06-P0151-238,P0151,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,246
AFF-V06-P0419-239,P0419,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,247
AFF-V06-P0359-240,P0359,O-V06-BRAZILIAN-TOP-TEAM,reported historical affiliation,,,,research material,Reported text: Brazilian Top Team. Not proof of black belt promotion.,Pessoas,248
AFF-V06-P0177-241,P0177,O-V06-GRACIE-BARRA-BH,reported historical affiliation,,,,research material,Reported text: Gracie Barra BH. Not proof of black belt promotion.,Pessoas,249
AFF-V06-P0107-242,P0107,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,250
AFF-V06-P0009-243,P0009,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / Marcelo Garcia Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,251
AFF-V06-P0077-244,P0077,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,252
AFF-V06-P0432-245,P0432,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,253
AFF-V06-P0386-246,P0386,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu / Alliance. Not proof of black belt promotion.,Pessoas,254
AFF-V06-P0278-247,P0278,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat / American Top Team. Not proof of black belt promotion.,Pessoas,255
AFF-V06-P0129-248,P0129,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,256
AFF-V06-P0323-249,P0323,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,257
AFF-V06-P0429-250,P0429,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,258
AFF-V06-P0324-251,P0324,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,259
AFF-V06-P0113-252,P0113,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,260
AFF-V06-P0379-253,P0379,O-V06-CAIO-TERRA-ASSOCIATION,reported historical affiliation,,,,research material,Reported text: Caio Terra Association. Not proof of black belt promotion.,Pessoas,261
AFF-V06-P0150-254,P0150,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu / Alliance. Not proof of black belt promotion.,Pessoas,262
AFF-V06-P0385-255,P0385,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu / Alliance. Not proof of black belt promotion.,Pessoas,263
AFF-V06-P0318-256,P0318,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,264
AFF-V06-P0090-257,P0090,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,265
AFF-V06-P0354-258,P0354,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,266
AFF-V06-P0125-259,P0125,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,267
AFF-V06-P0328-260,P0328,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,268
AFF-V06-P0332-261,P0332,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,269
AFF-V06-P0126-262,P0126,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,270
AFF-V06-P0337-263,P0337,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,271
AFF-V06-P0173-264,P0173,O-V06-MELQUI-GALVAO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Melqui Galvão Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,272
AFF-V06-P0174-265,P0174,O-V06-MELQUI-GALVAO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Melqui Galvão Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,273
AFF-V06-P0036-266,P0036,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,274
AFF-V06-P0320-267,P0320,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,275
AFF-V06-P0187-268,P0187,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,276
AFF-V06-P0420-269,P0420,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,277
AFF-V06-P0427-270,P0427,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,278
AFF-V06-P0263-271,P0263,O-V06-ATOS,reported historical affiliation,,,,research material,Reported text: Atos / independent. Not proof of black belt promotion.,Pessoas,279
AFF-V06-P0062-272,P0062,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,280
AFF-V06-P0002-273,P0002,O-V06-KODOKAN,reported historical affiliation,,,,research material,Reported text: Kodokan / circuito internacional. Not proof of black belt promotion.,Pessoas,281
AFF-V06-P0200-274,P0200,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,282
AFF-V06-P0300-275,P0300,O-V06-ACADEMIA-MONIR,reported historical affiliation,,,,research material,Reported text: Academia Monir / linhagem Fadda. Not proof of black belt promotion.,Pessoas,283
AFF-V06-P0271-276,P0271,O-V06-BTT,reported historical affiliation,,,,research material,Reported text: BTT. Not proof of black belt promotion.,Pessoas,284
AFF-V06-P0253-277,P0253,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,286
AFF-V06-P0243-278,P0243,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,287
AFF-V06-P0197-279,P0197,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / Dream Art. Not proof of black belt promotion.,Pessoas,288
AFF-V06-P0270-280,P0270,O-V06-BTT,reported historical affiliation,,,,research material,Reported text: BTT. Not proof of black belt promotion.,Pessoas,289
AFF-V06-P0140-281,P0140,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,290
AFF-V06-P0175-282,P0175,O-V06-MELQUI-GALVAO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Melqui Galvão Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,291
AFF-V06-P0244-283,P0244,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,292
AFF-V06-P0398-284,P0398,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,293
AFF-V06-P0199-285,P0199,O-V06-NEW-WAVE,reported historical affiliation,,,,research material,Reported text: New Wave / former Alliance. Not proof of black belt promotion.,Pessoas,294
AFF-V06-P0276-286,P0276,O-V06-B-TEAM,reported historical affiliation,,,,research material,Reported text: B-Team. Not proof of black belt promotion.,Pessoas,295
AFF-V06-P0196-287,P0196,O-V06-B-TEAM,reported historical affiliation,,,,research material,Reported text: B-Team / former DDS. Not proof of black belt promotion.,Pessoas,296
AFF-V06-P0209-288,P0209,O-V06-JIU-JITSU-BROTHERHOOD,reported historical affiliation,,,,research material,Reported text: Jiu Jitsu Brotherhood. Not proof of black belt promotion.,Pessoas,297
AFF-V06-P0315-289,P0315,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,298
AFF-V06-P0088-290,P0088,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,299
AFF-V06-P0423-291,P0423,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,300
AFF-V06-P0023-292,P0023,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,301
AFF-V06-P0313-293,P0313,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,302
AFF-V06-P0104-294,P0104,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,303
AFF-V06-P0012-295,P0012,O-V06-ACADEMIA-FADDA,reported historical affiliation,,,,research material,Reported text: Academia Fadda. Not proof of black belt promotion.,Pessoas,304
AFF-V06-P0255-296,P0255,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,305
AFF-V06-P0110-297,P0110,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,306
AFF-V06-P0430-298,P0430,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,307
AFF-V06-P0231-299,P0231,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,308
AFF-V06-P0201-300,P0201,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,309
AFF-V06-P0172-301,P0172,O-V06-PSLPB,reported historical affiliation,,,,research material,Reported text: PSLPB / Unity. Not proof of black belt promotion.,Pessoas,310
AFF-V06-P0018-302,P0018,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,311
AFF-V06-P0408-303,P0408,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,312
AFF-V06-P0015-304,P0015,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,313
AFF-V06-P0365-305,P0365,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,314
AFF-V06-P0357-306,P0357,O-V06-BRAZILIAN-TOP-TEAM,reported historical affiliation,,,,research material,Reported text: Brazilian Top Team. Not proof of black belt promotion.,Pessoas,315
AFF-V06-P0079-307,P0079,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,316
AFF-V06-P0387-308,P0387,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu / Alliance. Not proof of black belt promotion.,Pessoas,317
AFF-V06-P0020-309,P0020,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,318
AFF-V06-P0289-310,P0289,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,319
