source_id,source_name,entity,source_type,url,what_it_proves,access_mode,priority,status,captured_on,notes,original_sheet,original_row
S098,Ricardo Vieira — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/ricardo-ricardinho-vieira,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,99
S099,Chico Mendes — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/chico-mendes,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,100
S100,Rafael Heck — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/rafael-heck,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,101
S101,Victor Costa — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/victor-costa,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,102
S102,João Assis — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/joao-assis,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,103
S103,Rodrigo Cabral — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/rodrigo-cabral,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,104
S104,"Checkmat BJJ — elenco de atletas, BJJ Heroes",BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/checkmat-bjj,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,105
S105,Guilherme Bacha — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/guilherme-bacha,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,106
S106,Gabriel Almeida — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/gabriel-almeida,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,107
S107,Neiman Gracie — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/neiman-gracie,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,108
S108,Gregor Gracie — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/gregor-gracie,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,109
S109,Shawn Williams — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/shawn-williams,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,110
S110,Jamie Cruz — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/jamie-cruz,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,111
S111,Amal Easton — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/amal-easton,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,112
S112,Matt Serra — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/matt-serra,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,113
S113,Jerry Rinaldi — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/jerry-rinaldi,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,114
S114,Pedro Duarte — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/pedro-duarte,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,115
S115,Alexandre Vieira — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/alexandre-vieira,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,116
S116,Marcello Salazar — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/marcello-salazar-bjj-and-mma,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,117
S117,Fabiano Scherner — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/fabiano-pega-leve-scherner,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,118
S118,Alex Paz — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/alex-paz,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,119
S119,Lucas Lisboa — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/lucas-lisboa,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,120
S120,Vinicius Liberati — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/vinicius-liberati,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,121
S121,Pedro Crixel — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/pedro-crixel,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,122
S122,Richar Nogueira — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/richar-nogueira,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,123
S123,Wellington Luís — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/wellington-luis,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,124
S124,Diego Pato — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/diego-oliveira,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,125
S125,Leonardo Mário — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/leonardo-mario,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,126
S126,Thalys Pontes — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/thalys-pontes,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,127
S127,Italo Moura — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/italo-moura,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,128
S128,Gabriel Arges — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/gabriel-arges,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,129
S129,Beneil Dariush — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/beneil-dariush,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,130
S130,Edwin Najmi — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/edwin-najmi,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,131
S131,Rudson Mateus — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/rudson-mateus,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,132
S132,Mateus Moraes — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/mateus-moraes,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,133
S133,Manny Diaz — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/manuel-manny-diaz,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,134
S134,Kristina Barlaan — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/kristina-barlaan,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,135
S135,Jeremy Jackson — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/jeremy-jackson,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,136
S136,Scott Kaplan — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/scott-kaplan,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,137
S137,Matheus Lutes — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/matheus-lutes,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,138
S138,Marcos Tinoco — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/marcos-silva-tinoco,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,139
S139,Dillon Danis — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/dillon-danis,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,140
S140,Philippe Balmant — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/philippe-balmant,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,141
S141,Xande Ribeiro — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/xande-ribeiro-fighter-wiki,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,142
S142,Victor Hugo — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/victor-hugo,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,143
S143,"Ribeiro Jiu-Jitsu — perfil de Darragh O’Conaill, BJJ Heroes",BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/ribeiro-jiu-jitsu,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,144
S144,Rodrigo Pagani — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/rodrigo-pagani,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,145
S145,DC Maxwell — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/dc-maxwell,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,146
S146,Jorge Britto — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/jorge-britto,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,147
S147,Gracie Barra Online — perfil de Flávio Almeida,Gracie Barra,Página oficial,https://online.graciebarra.com/programs/collection-uuwunj0aaoc,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,148
S148,Gracie Barra Online — perfil de Alexandre Café,Gracie Barra,Página oficial,https://online.graciebarra.com/programs/gb2-by-cafe-proven-under-pressure,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,149
S149,"Gracie Barra — elenco histórico, BJJ Heroes",BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/gracie-barra,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,150
S150,Ailson Brites — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/ailson-brites,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,151
S151,"Gracie Family — perfil de Ralph Gracie, BJJ Heroes",BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/gracie-family,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,152
S152,Vinicius Aieta — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/vinicius-aieta,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,153
S153,"Gracie Humaitá — elenco de atletas, BJJ Heroes",BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/gracie-humaita,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,154
S154,Renan Barão — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/light-weight-bjj,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,155
S155,André Motta — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/2000s-bjj,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,156
S156,André Marola — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/super-super-heavy-weight-bjj,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,157
S157,Bernardo Pitel — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/nova-uniao,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,158
S158,Rodrigo Medeiros — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/bjj-fighters/rodrigo-medeiros-revolution-team,Comprovar a alegação de faixa-preta e/ou vínculo de equipe.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,159
S159,Alliance — sobre a equipe,Equipe oficial,Página institucional,https://www.allianceofficial.com/en/about-alliance/,Conectar equipe ao respectivo fundador ou líder técnico.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,160
S160,Atos HQ — perfil de André Galvão,Equipe oficial,Página institucional,https://atosjiujitsuhq.com/2017/03/31/learning-from-the-best/,Conectar equipe ao respectivo fundador ou líder técnico.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,161
S161,Gracie Barra — site oficial,Equipe oficial,Página institucional,https://graciebarra.com/,Conectar equipe ao respectivo fundador ou líder técnico.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,162
S162,Renzo Gracie Academy — BJJ Heroes,BJJ Heroes,Perfil especializado,https://www.bjjheroes.com/tag/renzo-bjj-academy,Conectar equipe ao respectivo fundador ou líder técnico.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,163
S163,10th Planet — entrevista sobre Denny Prokopos,10th Planet Jiu-Jitsu,Página institucional / fórum oficial,https://www.10thplanetjj.com/forum/threads/18998-10th-Planet-Invade-Google-%28Interview-I-did-with-Denny-Prokopos%29,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,164
S164,10th Planet Austin North — Kyle Boehm,10th Planet Jiu-Jitsu,Página institucional,https://www.10thplanetjj.com/locations/austin-north/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,165
S165,10th Planet Amsterdam — Jeremy Fields,10th Planet Jiu-Jitsu,Página institucional,https://www.10thplanetjj.com/locations/amsterdam/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,166
S166,10th Planet Barcelona — Manu Perez,10th Planet Jiu-Jitsu,Página institucional,https://www.10thplanetjj.com/locations/barcelona/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,167
S167,10th Planet El Paso — Victor Davila,10th Planet Jiu-Jitsu,Página institucional,https://www.10thplanetjj.com/locations/el-paso/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,168
S168,10th Planet Salt Lake City — Amir Allam,10th Planet Jiu-Jitsu,Página institucional,https://www.10thplanetjj.com/locations/salt-lake-city/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,169
S169,10th Planet Greenville — Manny Vazquez e Omar Ocasio,10th Planet Jiu-Jitsu,Página institucional,https://www.10thplanetjj.com/locations/greenville-sc/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,170
S170,Atos HQ — Sarah Galvão promovida à faixa-preta,Atos Jiu-Jitsu HQ,Página institucional,https://atosjiujitsuhq.com/2025/06/02/my-daughter-the-black-belt-%E2%9D%A4%EF%B8%8F/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,171
S171,Atos HQ — Kaynan Duarte recebe faixa-preta,Atos Jiu-Jitsu HQ,Página institucional,https://atosjiujitsuhq.com/2018/06/06/kaynan-duarte-wins-double-gold-worlds-2018/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,172
S172,Atos HQ — Nisar Loynab recebe faixa-preta,Atos Jiu-Jitsu HQ,Página institucional,https://atosjiujitsuhq.com/2018/04/20/instructor-spotlight-nisar-loynab/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,173
S173,Renzo Gracie Academy — equipe de BJJ,Renzo Gracie Academy,Página institucional,https://renzogracieacademy.com/specialty/bjj/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,174
S174,Renzo Gracie SLC — Stan Beck,Renzo Gracie SLC,Página institucional,https://renzogracieslc.com/about-us,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,175
S175,Renzo Gracie Naples — Mark Cerrone,Renzo Gracie Naples,Página institucional,https://renzogracienaples.com/blog/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,176
S176,Paul Creighton — agradecimento a Renzo Gracie,Paul Creighton,Página pessoal do faixa-preta,https://paulcreighton.com/news/thank-you-renzo-gracie,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,177
S177,Gracie Barra Georgia — Marcia Carvalho,Gracie Barra,Página institucional,https://graciebarra.com/georgia-ga/classes/gracie-barra-kids/,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,178
S178,The Flow Institute — Christopher Hargett,The Flow Institute / Six Blades,Página institucional,https://tfiexperience.com/la-quinta/free-trial,Comprovar relação de faixa-preta ou co-graduação.,historical workbook,,catalogada,2026-07-05,evidence_tier=A; reliability=Alta,Fontes,179
S179,Thamires Aquino — fonte comunitária indexada,Instagram / post indexado,Post social (atribuição pública),https://www.instagram.com/p/Bt3dhnInR80/,Registrar como alegação atribuída; buscar cerimônia ou declaração primária adicional.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,180
S180,"GracieMag — Jorge Britto, faixa-preta sob Saulo Ribeiro",GracieMag,Imprensa especializada,https://www.graciemag.com/jorge-britto-wants-you-to-help-the-spartanos-complex-project-for-troubled-youth/,Corroborar a relação declarada pelo próprio Jorge em matéria especializada.,historical workbook,,catalogada,2026-07-05,evidence_tier=B; reliability=Média-alta,Fontes,181
