person_id,full_name,nickname,country,team,entity_status,lineage_status,created_from,created_on,notes,original_sheet,original_row
P0425,Fábio Coelho,,Brasil,Renzo Gracie Academy,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,123
P0007,Fábio Gurgel,,Brasil,Alliance,Validado,Mestre,Historical Lineage Research v0.6,2026-07-05,Fonte primária própria registra a graduação por Romero e lista 139 faixas-pretas formados.,Pessoas,124
P0336,Fábio “Coringa” Andrade,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,125
P0050,Gabi Garcia,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,126
P0286,Gabi Pessanha,,,Cidade de Deus,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,127
P0349,Gabriel Almeida,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,128
P0374,Gabriel Arges,,,Gracie Barra,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,129
P0128,Gabriel Bergami,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,130
P0179,Gabriel Brod,,,FP Team,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,131
P0130,Gabriel Figueiró,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,132
P0055,Gabriel Goulart,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,133
P0335,Gabriel Rainho,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,134
P0139,Gabriela Azevedo,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,135
P0219,Gabrielle Garcia,Gabi Garcia,,Alliance,Perfil com relação apoiada,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,136
P0232,Gabrielle McComb,Gabi McComb,,Gracie Humaitá,Perfil com relação apoiada,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,137
P0275,Garry Tonon,,,New Wave / former DDS,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,138
P0233,George Gracie,,,Gracie,Perfil a pesquisar,Tronco histórico,Historical Lineage Research v0.6,2026-07-05,,Pessoas,139
P0306,Geovanny “Geo” Martinez,Geo Martinez,,10th Planet Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,140
P0040,Geraldo Azevedo,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,141
P0281,Gezary Matuda,,,American Top Team,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,142
P0250,Gigi Paiva,,,Alliance,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,143
P0258,Gilbert Burns,Durinho,,Atos,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,144
P0274,Gordon Ryan,,,New Wave,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,145
P0078,Greger Forsell,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,146
P0350,Gregor Gracie,,,Renzo Gracie Academy,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,147
P0348,Guilherme Bacha,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,148
P0180,Guilherme Lambertucci,,,FP Team,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,149
P0161,Guilherme Mendes,Gui,,Art of Jiu-Jitsu,Perfil com relação apoiada,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,150
P0147,Gurdip Rangi,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,151
P0084,Gustavo Bonelli,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,152
P0029,Gustavo Francês,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,153
P0054,Gustavo Junqueira,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,154
P0136,Gustavo Maron,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,155
P0162,Gustavo Ogawa,,,Art of Jiu-Jitsu,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,156
P0257,Gustavo Pires,Siri,,Gracie Barra,Perfil a pesquisar,Professor / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,157
P0089,Hannu Karjalainen,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,158
P0057,Helio Costa,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,159
P0094,Helio Laniado,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,160
P0047,Henrique Resende,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,161
P0066,Henry Khouri,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,162
P0051,Henry Navorra,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,163
P0118,Hoannes Nacib,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,164
P0004,Hélio Gracie,,Brasil,Gracie,Em pesquisa histórica,Tronco histórico,Historical Lineage Research v0.6,2026-07-05,Ensino familiar e linhagem precisam ser diferenciados de uma promoção formal.,Pessoas,165
P0170,Igor Veríssimo,,,NS Brotherhood,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,166
P0220,Isaac Doederlein,,,Alliance,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,167
P0108,Isaque Bahiense,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,168
P0330,Israel Sousa,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,169
P0372,Italo Moura,,,Projeto Social Lutando Pelo Bem / Unity,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,170
P0338,Jair Court,,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,171
P0352,Jamie Cruz,,,Renzo Gracie Academy,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,172
P0168,Jan Buatim,,,NS Brotherhood,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,173
P0114,Janne Laine,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,174
P0206,Jansen Gomes,Nenego,,Checkmat,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,175
P0245,Jean Jacques Machado,,,Machado Jiu-Jitsu,Perfil validado,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,Recebeu faixa-preta de Carlos Gracie Jr. conforme associação oficial; é o elo direto para a 10th Planet via Eddie Bravo.,Pessoas,176
P0075,Jean Louis Bouquerel,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,177
P0198,Jeferson Adan,,,Alliance,Perfil com relação apoiada,Professor / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,178
P0418,Jeremy Fields,,Estados Unidos,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,179
P0382,Jeremy Jackson,,,Caio Terra Association,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,180
P0355,Jerry Rinaldi,,,Renzo Gracie Academy,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,181
P0260,Jessa Khan,,,Art of Jiu-Jitsu,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,182
P0316,Jhenifer Aquino,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,183
P0001,Jigoro Kano,,Japão,Kodokan,Contexto histórico,Antecedente histórico,Historical Lineage Research v0.6,2026-07-05,Registrar como antecedente do judô Kodokan; não desenhar como emissor de faixa-preta de BJJ.,Pessoas,184
P0296,John Botello,,Estados Unidos,10th Planet Phoenix,Perfil com relação apoiada,Mestre / treinador,Historical Lineage Research v0.6,2026-07-05,A página oficial da 10th Planet identifica-o como faixa-preta sob Eddie Bravo no sistema 10th Planet.,Pessoas,185
P0192,John Danaher,,,New Wave / Renzo Gracie Academy,Perfil com relação apoiada,Professor / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,186
P0193,John Simon,,,Australian Jiu-Jitsu,Perfil com relação apoiada,Professor / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,187
P0247,John Will,,,Australian Jiu-Jitsu,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,188
P0297,Jon Borrows,,Estados Unidos,10th Planet Newark,Perfil com relação apoiada,Mestre / treinador,Historical Lineage Research v0.6,2026-07-05,A página oficial da 10th Planet identifica-o como faixa-preta sob Eddie Bravo.,Pessoas,189
P0221,Jonathan Satava,,,Marcelo Garcia Jiu-Jitsu,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,190
P0393,Jorge Britto,,,Jiu-Jitsu For Life,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,191
P0072,Jose Junior,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,192
P0303,José Aldo,,Brasil,Nova União,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,Fonte especializada o descreve como faixa-preta sob André Pederneiras; incluir no galho Nova União com atribuição.,Pessoas,193
P0143,José Arnaldo Suaid,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,194
P0333,José Carlos Lima,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,195
P0325,José Carlos Sousa,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,196
P0344,João Assis,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,197
P0181,João Cizeski,,,FP Team,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,198
P0265,João Gabriel Rocha,,,Checkmat,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,199
P0035,João Mansur,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,200
P0171,João Miyao,,,PSLPB / Unity,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,201
P0412,João Roque,,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,202
P0070,Juan Kamezawa,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,203
P0060,Juha Järvinen,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,204
P0067,Juuso Harma,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,205
P0327,Júlia Alves,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,206
P0183,Júlio César Pereira,,,GFTeam,Perfil com relação apoiada,Mestre / treinador,Historical Lineage Research v0.6,2026-07-05,Ramo GFTeam conectado a Monir Salomão com fonte especializada; manter a ligação França–Fadda em contexto até validação primária.,Pessoas,207
P0185,Júlio dos Anjos,,,GFTeam,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,208
P0256,Kaliffa Oliveira,,,Gracie Barra,Perfil a pesquisar,Professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,209
P0356,Karel Pravec,,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,210
P0164,Kaynan Duarte,,,Atos,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,211
P0155,Kennedy Maciel,,Brasil,Alliance / Cobrinha BJJ,Validado,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,Página oficial da Alliance informa que foi promovido por Rubens Charles (Cobrinha).,Pessoas,212
P0074,Kiko Alem,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,213
P0312,Kristian Woodmansee,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,214
P0381,Kristina Barlaan,,,Caio Terra Association,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,215
P0240,Kron Gracie,,,Gracie,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,216
P0417,Kyle Boehm,,Estados Unidos,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,217
P0241,Kyra Gracie,,,Gracie,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,218
P0194,Lachlan Giles,,,Absolute MMA,Perfil com relação apoiada,Professor / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,219
P0014,Leandro Borgo,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,220
P0166,Leandro Lo,,,NS Brotherhood,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,221
P0016,Leo Negão,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,222
P0044,Leo Nogueira,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,223
P0073,Leo de Nigris,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,224
P0122,Leonardo Garcia,Marcelinho,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,225
P0369,Leonardo Mário,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,226
P0205,Leonardo Vieira,Leo,,Checkmat,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,227
P0188,Letícia Ribeiro,,,Gracie Humaitá,Perfil com relação apoiada,Mestre / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,228
P0407,Louis Vintaloro,,,Gracie Humaitá,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,229
P0282,Luanna Alzuguir,,,Alliance,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,230
P0133,Lucas José,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,231
P0264,Lucas Leite,,,Checkmat,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,232
P0248,Lucas Lepri,,,Alliance,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,233
P0363,Lucas Lisboa,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,234
P0226,Luciana 'Luka' Dias,Luka,,Gracie Humaitá,Perfil com relação apoiada,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,235
P0085,Luciano Tavares,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,236
P0156,Luis 'Careca' Dagmar,,,Brasa / São Paulo,Perfil mínimo,Mestre / nó de origem,Historical Lineage Research v0.6,2026-07-05,,Pessoas,237
P0361,Luis Roberto “Bebeo” Duarte,,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,238
P0011,Luiz França,,Brasil,Linhagem França,Em pesquisa histórica,Tronco paralelo,Historical Lineage Research v0.6,2026-07-05,Relação direta com Maeda permanece em revisão; não publicar como fato fechado.,Pessoas,239
P0092,Luiz Nunes,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,240
P0280,Luiza Monteiro,,,Cícero Costha,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,241
P0285,Mackenzie Dern,,,Gracie Humaitá,Perfil a pesquisar,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,242
P0105,Magda Maron,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,243
P0380,Manny Diaz,,,Caio Terra Association,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,244
P0424,Manny Vazquez,,Estados Unidos,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,245
P0151,Mansher Khera,,,Marcelo Garcia Jiu-Jitsu,Perfil mínimo — promoção publicada,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,Promovido à faixa-preta por Marcelo Garcia no mesmo registro de abril de 2015; completar biografia com fonte própria.,Pessoas,246
P0419,Manu Perez,,Espanha,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,247
P0359,Marcello Salazar,,,Brazilian Top Team,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,248
P0177,Marcelo Azevedo,,,Gracie Barra BH,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,249
P0107,Marcelo Ferreira,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,250
