observation_id,person_id,source_id,source_url,entity,observation_type,belt_reported,division,discipline,gender,ranking_position_display,points,organization_name_as_reported,source_last_update,captured_on,verification_label,lineage_status,notes
OBS-648F359482D1,P-122DF0F356,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,2,1051.0,Elementum Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-F81CACD8D5D2,P-CEB556A565,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,3,868.5,Atos Jiu Jitsu USA,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-E7957471B348,P-B8A6609A25,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,4,667.0,AOJ,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-CFD39BDDB681,P-4964218F10,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,5,555.0,Alliance USA,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-15A276AB27F5,P-4B248C632B,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,6,471.0,AOJ,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-3408A0E53411,P-0C49D4E91A,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,7,388.5,Alliance USA,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-8BEDA59660A9,P-32916A5AF0,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,8,388.5,DreamArt,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-75383C4D6ABD,P-9F11F01914,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,9,380.5,JFC Almeida JJ,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-C458931A9F99,P-4675B56260,SRC-IBJJF-ADULT-BLACK-GI-F-P1,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi,IBJJF,ranking oficial,preta,adulto,gi,feminino,10,378.0,UAE Jiu-Jitsu Team,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-9212BACD9E30,P-DDB86E6E85,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,11,372.0,Fratres Brazilian Jiu-Jitsu,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-0D935EE91816,P-34D4518CCA,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,12,358.5,JFC Almeida JJ,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-58C9838B1657,P-A7B3733A22,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,13,348.0,Atos JJ International,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-B18B8A0485C7,P-04E64BF228,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,14,326.5,Pax Jiu-Jitsu Academy,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-CE9B4058C3D5,P-F38EC4B288,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,15,301.0,Gracie Humaita South Bay,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-43C8290000D5,P-C626E2F283,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,16,286.0,AGR Jiu-Jitsu,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-A64D2A3C54D3,P-14FB0D5355,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,17,270.0,Six Blades Jiu-Jitsu Fort Worth - Team Marra,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-130C5DF1E1FD,P-DE7EEF0F14,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,18,269.0,Alliance Inland Empire,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-40CBDCC9A183,P-1B2726C256,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,19,268.0,AOJ,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-353B14BE5299,P-282E0CB7F5,SRC-IBJJF-ADULT-BLACK-GI-F-P2,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=2,IBJJF,ranking oficial,preta,adulto,gi,feminino,20,264.5,Fight Sports,2026-06-22,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-F72D918F8A01,P-3A366CE44C,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,24,248.0,CheckMat/Equipe 1,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-794275ACAC02,P-0863BF4B0F,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,25,245.5,Double Five Highland Village,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-935DA7F92FC7,P-8BA80EED6A,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,26,237.0,Gracie Barra Alabama,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-8CC6A5625760,P-269A26A1D9,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,27,231.0,Lebre Jiu-Jitsu Academy,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-F1ECC1FA9E79,P-1599542AE2,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,28,228.0,Marcio Andre Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-B76607896E01,P-72F24A544E,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,29,207.0,Mekka Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-FA9C335BBF41,P-D3073BA784,SRC-IBJJF-ADULT-BLACK-GI-F-P3,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=3,IBJJF,ranking oficial,preta,adulto,gi,feminino,30,204.0,Aspire To Inspire,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-947708F23A3F,P-80463AB749,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,31,195.5,Hilti BJJ Berlin,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-66C904D5D4F3,P-7A35BEAC3B,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,32,188.0,JFC Almeida JJ,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-4344EC8D5A84,P-CDA4949E50,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,33,181.0,Fratres Brazilian Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-281003DEAB67,P-81EFC80345,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,34,168.5,DreamArt,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-899A17AA8023,P-C9F333C721,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,35,161.5,Team Forsa,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-1BC83D9246C1,P-CFB73E9C70,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,36,160.5,B.F.T Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-5B01BEC2B544,P-A20A45C082,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,37,156.5,Barreto Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-7419AE5926DE,P-C842F355C8,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,38,156.0,Bruno Bastos BJJ Midland,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-D0477B83C454,P-33E7F3BB04,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,39,156.0,Tony Passos Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-BA8149C429B2,P-0C15C27538,SRC-IBJJF-ADULT-BLACK-GI-F-P4,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=4,IBJJF,ranking oficial,preta,adulto,gi,feminino,40,155.0,Alliance Greenville,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-E31B129B9050,P-5B2CB35BBC,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,41,153.0,Midland 092 Jiu-Jitsu Academy,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-FAB3BE6FFD6B,P-39FA819931,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,42,150.5,Gracie Barra Centro São Gonçalo,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-A1220E406A33,P-5315AF0D80,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,43,148.5,GFTeam Redentor,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-FB014427A00D,P-3A6A9355A5,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,44,147.0,JFC Almeida JJ,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-365DDB7111EC,P-92C9A02F64,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,45,146.0,DreamArt,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-D531F11A12DB,P-9DA7F1CD86,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,46,142.0,Fight Sports,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-87148BA35042,P-BD0754DD6B,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,47,141.0,CheckMat International,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-8EEB3A718C48,P-30543AF452,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,48,140.5,Roger Gracie Academy,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-EC673B919C22,P-4888A7EBF7,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,49,140.0,GF Team,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-11F399396424,P-72CF4130D1,SRC-IBJJF-ADULT-BLACK-GI-F-P5,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=5,IBJJF,ranking oficial,preta,adulto,gi,feminino,50,138.0,Fratres Brazilian Jiu-Jitsu,2026-07-01,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-3BFB52364760,P-03F07FB129,SRC-IBJJF-ADULT-BLACK-GI-F-P6,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=6,IBJJF,ranking oficial,preta,adulto,gi,feminino,51,138.0,GFTeam Charlotte,2026-06-24,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-0DC394C0AF02,P-0DC0595DAC,SRC-IBJJF-ADULT-BLACK-GI-F-P6,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=6,IBJJF,ranking oficial,preta,adulto,gi,feminino,52,137.5,Lotus Club,2026-06-24,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
OBS-9B91C7D1CF8D,P-DEA6D4A674,SRC-IBJJF-ADULT-BLACK-GI-F-P6,https://ibjjf.com/2026-athletes-ranking?filters%5Bage_division%5D=adult&filters%5Bbelt%5D=black&filters%5Bgender%5D=female&filters%5Bs%5D=ranking-geral-gi&page=6,IBJJF,ranking oficial,preta,adulto,gi,feminino,53,135.0,Atos JJ International,2026-06-24,2026-07-05,observação competitiva oficial,não inferir a partir do ranking,"A fonte registra nome, faixa/filtro, equipe e pontos; não registra quem concedeu a faixa-preta."
